Mod:Item:MetaData, Localized Name
thermalfoundation:tool.bow_copper, Copper Reinforced Bow
thermalfoundation:tool.fishing_rod_copper, Copper Fishing Rod
thermalfoundation:tool.shears_copper, Copper Shears
thermalfoundation:tool.sickle_copper, Copper Sickle
thermalfoundation:tool.hammer_copper, Copper Hammer
thermalfoundation:tool.shield_copper, Copper Shield
thermalfoundation:tool.sword_tin, Tin Sword
thermalfoundation:tool.shovel_tin, Tin Shovel
thermalfoundation:tool.pickaxe_tin, Tin Pickaxe
thermalfoundation:tool.axe_tin, Tin Axe
thermalfoundation:tool.hoe_tin, Tin Hoe
thermalfoundation:tool.bow_tin, Tin Reinforced Bow
thermalfoundation:tool.fishing_rod_tin, Tin Fishing Rod
thermalfoundation:tool.shears_tin, Tin Shears
thermalfoundation:tool.sickle_tin, Tin Sickle
thermalfoundation:tool.hammer_tin, Tin Hammer
thermalfoundation:tool.shield_tin, Tin Shield
thermalfoundation:tool.sword_silver, Silver Sword
thermalfoundation:tool.shovel_silver, Silver Shovel
thermalfoundation:tool.pickaxe_silver, Silver Pickaxe
thermalfoundation:tool.axe_silver, Silver Axe
thermalfoundation:tool.hoe_silver, Silver Hoe
thermalfoundation:tool.bow_silver, Silver Reinforced Bow
thermalfoundation:tool.fishing_rod_silver, Silver Fishing Rod
thermalfoundation:tool.shears_silver, Silver Shears
thermalfoundation:tool.sickle_silver, Silver Sickle
thermalfoundation:tool.hammer_silver, Silver Hammer
thermalfoundation:tool.shield_silver, Silver Shield
thermalfoundation:tool.sword_lead, Lead Sword
thermalfoundation:tool.shovel_lead, Lead Shovel
thermalfoundation:tool.pickaxe_lead, Lead Pickaxe
thermalfoundation:tool.axe_lead, Lead Axe
thermalfoundation:tool.hoe_lead, Lead Hoe
thermalfoundation:tool.bow_lead, Lead Reinforced Bow
thermalfoundation:tool.fishing_rod_lead, Lead Fishing Rod
thermalfoundation:tool.shears_lead, Lead Shears
thermalfoundation:tool.sickle_lead, Lead Sickle
thermalfoundation:tool.hammer_lead, Lead Hammer
thermalfoundation:tool.shield_lead, Lead Shield
thermalfoundation:tool.sword_aluminum, Aluminum Sword
thermalfoundation:tool.shovel_aluminum, Aluminum Shovel
thermalfoundation:tool.pickaxe_aluminum, Aluminum Pickaxe
thermalfoundation:tool.axe_aluminum, Aluminum Axe
thermalfoundation:tool.hoe_aluminum, Aluminum Hoe
thermalfoundation:tool.bow_aluminum, Aluminum Reinforced Bow
thermalfoundation:tool.fishing_rod_aluminum, Aluminum Fishing Rod
thermalfoundation:tool.shears_aluminum, Aluminum Shears
thermalfoundation:tool.sickle_aluminum, Aluminum Sickle
thermalfoundation:tool.hammer_aluminum, Aluminum Hammer
thermalfoundation:tool.shield_aluminum, Aluminum Shield
thermalfoundation:tool.sword_nickel, Nickel Sword
thermalfoundation:tool.shovel_nickel, Nickel Shovel
thermalfoundation:tool.pickaxe_nickel, Nickel Pickaxe
thermalfoundation:tool.axe_nickel, Nickel Axe
thermalfoundation:tool.hoe_nickel, Nickel Hoe
thermalfoundation:tool.bow_nickel, Nickel Reinforced Bow
thermalfoundation:tool.fishing_rod_nickel, Nickel Fishing Rod
thermalfoundation:tool.shears_nickel, Nickel Shears
thermalfoundation:tool.sickle_nickel, Nickel Sickle
thermalfoundation:tool.hammer_nickel, Nickel Hammer
thermalfoundation:tool.shield_nickel, Nickel Shield
thermalfoundation:tool.sword_platinum, Platinum Sword
thermalfoundation:tool.shovel_platinum, Platinum Shovel
thermalfoundation:tool.pickaxe_platinum, Platinum Pickaxe
thermalfoundation:tool.axe_platinum, Platinum Axe
thermalfoundation:tool.hoe_platinum, Platinum Hoe
thermalfoundation:tool.bow_platinum, Platinum Reinforced Bow
thermalfoundation:tool.fishing_rod_platinum, Platinum Fishing Rod
thermalfoundation:tool.shears_platinum, Platinum Shears
thermalfoundation:tool.sickle_platinum, Platinum Sickle
thermalfoundation:tool.hammer_platinum, Platinum Hammer
thermalfoundation:tool.shield_platinum, Platinum Shield
thermalfoundation:tool.sword_steel, Steel Sword
thermalfoundation:tool.shovel_steel, Steel Shovel
thermalfoundation:tool.pickaxe_steel, Steel Pickaxe
thermalfoundation:tool.axe_steel, Steel Axe
thermalfoundation:tool.hoe_steel, Steel Hoe
thermalfoundation:tool.bow_steel, Steel Reinforced Bow
thermalfoundation:tool.fishing_rod_steel, Steel Fishing Rod
thermalfoundation:tool.shears_steel, Steel Shears
thermalfoundation:tool.sickle_steel, Steel Sickle
thermalfoundation:tool.hammer_steel, Steel Hammer
thermalfoundation:tool.shield_steel, Steel Shield
thermalfoundation:tool.sword_electrum, Electrum Sword
thermalfoundation:tool.shovel_electrum, Electrum Shovel
thermalfoundation:tool.pickaxe_electrum, Electrum Pickaxe
thermalfoundation:tool.axe_electrum, Electrum Axe
thermalfoundation:tool.hoe_electrum, Electrum Hoe
thermalfoundation:tool.bow_electrum, Electrum Reinforced Bow
thermalfoundation:tool.fishing_rod_electrum, Electrum Fishing Rod
thermalfoundation:tool.shears_electrum, Electrum Shears
thermalfoundation:tool.sickle_electrum, Electrum Sickle
thermalfoundation:tool.hammer_electrum, Electrum Hammer
thermalfoundation:tool.shield_electrum, Electrum Shield
thermalfoundation:tool.sword_invar, Invar Sword
thermalfoundation:tool.shovel_invar, Invar Shovel
thermalfoundation:tool.pickaxe_invar, Invar Pickaxe
thermalfoundation:tool.axe_invar, Invar Axe
thermalfoundation:tool.hoe_invar, Invar Hoe
thermalfoundation:tool.bow_invar, Invar Reinforced Bow
thermalfoundation:tool.fishing_rod_invar, Invar Fishing Rod
thermalfoundation:tool.shears_invar, Invar Shears
thermalfoundation:tool.sickle_invar, Invar Sickle
thermalfoundation:tool.hammer_invar, Invar Hammer
thermalfoundation:tool.shield_invar, Invar Shield
thermalfoundation:tool.sword_bronze, Bronze Sword
thermalfoundation:tool.shovel_bronze, Bronze Shovel
thermalfoundation:tool.pickaxe_bronze, Bronze Pickaxe
thermalfoundation:tool.axe_bronze, Bronze Axe
thermalfoundation:tool.hoe_bronze, Bronze Hoe
thermalfoundation:tool.bow_bronze, Bronze Reinforced Bow
thermalfoundation:tool.fishing_rod_bronze, Bronze Fishing Rod
thermalfoundation:tool.shears_bronze, Bronze Shears
thermalfoundation:tool.sickle_bronze, Bronze Sickle
thermalfoundation:tool.hammer_bronze, Bronze Hammer
thermalfoundation:tool.shield_bronze, Bronze Shield
thermalfoundation:tool.sword_constantan, Constantan Sword
thermalfoundation:tool.shovel_constantan, Constantan Shovel
thermalfoundation:tool.pickaxe_constantan, Constantan Pickaxe
thermalfoundation:tool.axe_constantan, Constantan Axe
thermalfoundation:tool.hoe_constantan, Constantan Hoe
thermalfoundation:tool.bow_constantan, Constantan Reinforced Bow
thermalfoundation:tool.fishing_rod_constantan, Constantan Fishing Rod
thermalfoundation:tool.shears_constantan, Constantan Shears
thermalfoundation:tool.sickle_constantan, Constantan Sickle
thermalfoundation:tool.hammer_constantan, Constantan Hammer
thermalfoundation:tool.shield_constantan, Constantan Shield
thermalfoundation:tool.shears_wood, Wooden Shears
thermalfoundation:tool.sickle_wood, Wooden Sickle
thermalfoundation:tool.hammer_wood, Wooden Hammer
thermalfoundation:tool.bow_stone, Stone Reinforced Bow
thermalfoundation:tool.fishing_rod_stone, Stone Fishing Rod
thermalfoundation:tool.shears_stone, Stone Shears
thermalfoundation:tool.sickle_stone, Stone Sickle
thermalfoundation:tool.hammer_stone, Stone Hammer
thermalfoundation:tool.shield_stone, Stone Shield
thermalfoundation:tool.bow_iron, Iron Reinforced Bow
thermalfoundation:tool.fishing_rod_iron, Iron Fishing Rod
thermalfoundation:tool.sickle_iron, Iron Sickle
thermalfoundation:tool.hammer_iron, Iron Hammer
thermalfoundation:tool.shield_iron, Iron Shield
thermalfoundation:tool.bow_diamond, Diamond Reinforced Bow
thermalfoundation:tool.fishing_rod_diamond, Diamond Fishing Rod
thermalfoundation:tool.shears_diamond, Diamond Shears
thermalfoundation:tool.sickle_diamond, Diamond Sickle
thermalfoundation:tool.hammer_diamond, Diamond Hammer
thermalfoundation:tool.shield_diamond, Diamond Shield
thermalfoundation:tool.bow_gold, Gold Reinforced Bow
thermalfoundation:tool.fishing_rod_gold, Gold Fishing Rod
thermalfoundation:tool.shears_gold, Gold Shears
thermalfoundation:tool.sickle_gold, Gold Sickle
thermalfoundation:tool.hammer_gold, Gold Hammer
thermalfoundation:tool.shield_gold, Gold Shield
thermalfoundation:fluid_crude_oil, Crude Oil
thermalfoundation:fluid_redstone, Destabilized Redstone
thermalfoundation:fluid_glowstone, Energized Glowstone
thermalfoundation:fluid_ender, Resonant Ender
thermalfoundation:fluid_pyrotheum, Blazing Pyrotheum
thermalfoundation:fluid_cryotheum, Gelid Cryotheum
thermalfoundation:fluid_aerotheum, Zephyrean Aerotheum
thermalfoundation:fluid_petrotheum, Tectonic Petrotheum
thermalfoundation:fluid_mana, Primal Mana
thermalexpansion:frame:0, Machine Frame
thermalexpansion:frame:64, Device Frame
thermalexpansion:frame:128, Energy Cell Frame
thermalexpansion:upgrade:0, Hardened Upgrade Kit
thermalexpansion:upgrade:1, Reinforced Upgrade Kit
thermalexpansion:upgrade:2, Signalum Upgrade Kit
thermalexpansion:upgrade:3, Resonant Upgrade Kit
thermalexpansion:upgrade:33, Reinforced Conversion Kit
thermalexpansion:upgrade:34, Signalum Conversion Kit
thermalexpansion:upgrade:35, Resonant Conversion Kit
thermalexpansion:upgrade:256, Creative Conversion Kit
thermalexpansion:augment:128, Augment: Auxiliary Reception Coil
thermalexpansion:augment:129, Augment: Auxiliary Sieve
thermalexpansion:augment:130, Augment: Nullification Chamber
thermalexpansion:augment:256, Augment: Trivection Chamber
thermalexpansion:augment:257, Augment: Flux Anodizers
thermalexpansion:augment:258, Augment: Pyrolytic Conversion
thermalexpansion:augment:273, Augment: Tectonic Initiator
thermalexpansion:augment:288, Augment: Resin Funnel
thermalexpansion:augment:304, Augment: Pyro-Concentrator
thermalexpansion:augment:320, Augment: Mycelium Substrate
thermalexpansion:augment:321, Augment: Nether Substrate
thermalexpansion:augment:322, Augment: Ender Substrate
thermalexpansion:augment:323, Augment: Sapling Infuser
thermalexpansion:augment:336, Augment: Numismatic Press
thermalexpansion:augment:400, Augment: Flux Linkage Concentrator
thermalexpansion:augment:481, Augment: Flurry Stratum
thermalexpansion:augment:482, Augment: Permafrost Compressor
thermalexpansion:augment:496, Augment: Pyroclastic Injection
thermalexpansion:augment:497, Augment: Granitic Subduction
thermalexpansion:augment:498, Augment: Dioritic Subduction
thermalexpansion:augment:499, Augment: Andesitic Subduction
thermalexpansion:augment:512, Augment: Auxiliary Transmission Coil
thermalexpansion:augment:513, Augment: Fuel Catalyzer
thermalexpansion:augment:514, Augment: Transmission Coil Ducting
thermalexpansion:augment:515, Augment: Excitation Field Limiter
thermalexpansion:augment:640, Augment: Turbine Conversion
thermalexpansion:augment:656, Augment: Isentropic Reservoir
thermalexpansion:augment:672, Augment: Closed-Loop Cooling
thermalexpansion:augment:673, Augment: Ignition Plugs
thermalexpansion:augment:688, Augment: Elemental Catalyzer
thermalexpansion:capacitor:0, Flux Capacitor (Basic)
thermalexpansion:capacitor:0, Flux Capacitor (Basic)
thermalexpansion:capacitor:1, Flux Capacitor (Hardened)
thermalexpansion:capacitor:1, Flux Capacitor (Hardened)
thermalexpansion:capacitor:2, Flux Capacitor (Reinforced)
thermalexpansion:capacitor:2, Flux Capacitor (Reinforced)
thermalexpansion:capacitor:3, Flux Capacitor (Signalum)
thermalexpansion:capacitor:3, Flux Capacitor (Signalum)
thermalexpansion:capacitor:4, Flux Capacitor (Resonant)
thermalexpansion:capacitor:4, Flux Capacitor (Resonant)
thermalexpansion:capacitor:32000, Flux Capacitor (Creative)
thermalexpansion:florb:0, Invalid Item (Destroy) (Empty§r)
thermalexpansion:florb:1, Invalid Item (Destroy) (Empty§r)
redstonearsenal:storage:0, Fluxed Electrum Block
redstonearsenal:storage:1, Flux Crystal Block
redstonearsenal:material:0, Fluxed Electrum Blend
redstonearsenal:material:32, Fluxed Electrum Ingot
redstonearsenal:material:64, Fluxed Electrum Nugget
redstonearsenal:material:96, Fluxed Electrum Gear
redstonearsenal:material:128, Fluxed Electrum Plate
redstonearsenal:material:160, Flux Crystal
redstonearsenal:material:192, Obsidian Rod
redstonearsenal:material:193, Flux-Infused Obsidian Rod
redstonearsenal:material:224, Fluxed Armor Plating
redstonearsenal:armor.helmet_flux, Flux-Infused Helm
redstonearsenal:armor.plate_flux, Flux-Infused Chestplate
redstonearsenal:armor.legs_flux, Flux-Infused Leggings
redstonearsenal:armor.boots_flux, Flux-Infused Boots
redstonearsenal:tool.wrench_flux, Flux-Infused OmniWrench
redstonearsenal:tool.battlewrench_flux, Flux-Infused BattleWrench
redstonearsenal:tool.sword_flux, Flux-Infused Sword
redstonearsenal:tool.shovel_flux, Flux-Infused Shovel
redstonearsenal:tool.pickaxe_flux, Flux-Infused Pickaxe
redstonearsenal:tool.axe_flux, Flux-Infused Axe
redstonearsenal:tool.bow_flux, Flux-Infused Bow
redstonearsenal:tool.fishing_rod_flux, Flux-Infused Fishing Rod
redstonearsenal:tool.sickle_flux, Flux-Infused Sickle
redstonearsenal:tool.hammer_flux, Flux-Infused Hammer
redstonearsenal:tool.shield_flux, Flux-Infused Shield
simplyjetpacks:itemJetpack:0, Creative Jetpack
simplyjetpacks:itemJetpack:1, Tuberous Jetpack
simplyjetpacks:itemJetpack:2, Conductive Iron Jetpack
simplyjetpacks:itemJetpack:3, Electrical Steel Jetpack
simplyjetpacks:itemJetpack:4, Energetic Jetpack
simplyjetpacks:itemJetpack:5, Vibrant Jetpack
simplyjetpacks:itemJetpack:6, Conductive Iron Jetpack (Armored)
simplyjetpacks:itemJetpack:7, Electrical Steel Jetpack (Armored)
simplyjetpacks:itemJetpack:8, Energetic Jetpack (Armored)
simplyjetpacks:itemJetpack:9, Vibrant Jetpack (Armored)
simplyjetpacks:itemJetpack:10, Dark Soularium JetPlate
simplyjetpacks:itemJetpack:11, Leadstone Jetpack
simplyjetpacks:itemJetpack:12, Hardened Jetpack
simplyjetpacks:itemJetpack:13, Reinforced Jetpack
simplyjetpacks:itemJetpack:14, Resonant Jetpack
simplyjetpacks:itemJetpack:15, Flux-Infused JetPlate
simplyjetpacks:metaItem:0, Particle Customizer (Default)
simplyjetpacks:metaItem:1, Particle Customizer (None)
simplyjetpacks:metaItem:2, Particle Customizer (Smoke Only)
simplyjetpacks:metaItem:3, Particle Customizer (Rainbow Smoke)
simplyjetpacks:metaItem:4, Iron Thruster
simplyjetpacks:metaItem:5, Gold Thruster
simplyjetpacks:metaItem:6, Diamond Thruster
simplyjetpacks:metaItem:7, Leather Strap
simplyjetpacks:metaItemMods:0, Dark Soularium Ingot
simplyjetpacks:metaItemMods:1, Reinforced Glider Wing
simplyjetpacks:metaItemMods:2, Flight Control Unit (Empty)
simplyjetpacks:metaItemMods:3, Flight Control Unit
simplyjetpacks:metaItemMods:4, Conductive Iron Thruster
simplyjetpacks:metaItemMods:5, Electrical Steel Thruster
simplyjetpacks:metaItemMods:6, Energetic Thruster
simplyjetpacks:metaItemMods:7, Vibrant Thruster
simplyjetpacks:metaItemMods:8, Dark Soularium Thruster
simplyjetpacks:metaItemMods:9, Silicon Armor Plating
simplyjetpacks:metaItemMods:10, Conductive Iron Armor Plating
simplyjetpacks:metaItemMods:11, Electrical Steel Armor Plating
simplyjetpacks:metaItemMods:12, Dark Steel Armor Plating
simplyjetpacks:metaItemMods:13, Leadstone Thruster
simplyjetpacks:metaItemMods:14, Hardened Thruster
simplyjetpacks:metaItemMods:15, Reinforced Thruster
simplyjetpacks:metaItemMods:16, Resonant Thruster
simplyjetpacks:metaItemMods:17, Fluxed Thruster
simplyjetpacks:itemFluxpack:0, Creative Flux Pack
simplyjetpacks:itemFluxpack:1, Basic Capacitor Pack
simplyjetpacks:itemFluxpack:2, Capacitor Pack
simplyjetpacks:itemFluxpack:3, Vibrant Capacitor Pack
simplyjetpacks:itemFluxpack:4, Capacitor Pack (Armored)
simplyjetpacks:itemFluxpack:5, Vibrant Capacitor Pack (Armored)
solarfluxreborn:solar0, Solar Panel I
solarfluxreborn:solar1, Solar Panel II
solarfluxreborn:solar2, Solar Panel III
solarfluxreborn:solar3, Solar Panel IV
solarfluxreborn:solar4, Solar Panel V
solarfluxreborn:solar5, Solar Panel VI
solarfluxreborn:solar6, Solar Panel VII
solarfluxreborn:solar7, Solar Panel VIII
solarfluxreborn:solardraconic, Draconic Solar Panel
solarfluxreborn:solarchaotic, Chaotic Solar Panel
solarfluxreborn:wire_1, First Cable
solarfluxreborn:wire_2, Second Cable
solarfluxreborn:wire_3, The Last Cable
solarfluxreborn:mirror, Mirror
solarfluxreborn:solarCell1, Photovoltaic cell I
solarfluxreborn:solarCell2, Photovoltaic cell II
solarfluxreborn:solarCell3, Photovoltaic cell III
solarfluxreborn:solarCell4, Photovoltaic cell IV
solarfluxreborn:upgradeEfficiency, Efficiency upgrade
solarfluxreborn:upgradeLowLight, Low light upgrade
solarfluxreborn:upgradeTraversal, Machine traversal upgrade
solarfluxreborn:upgradeTransferRate, Transfer rate upgrade
solarfluxreborn:upgradeCapacity, Capacity upgrade
solarfluxreborn:upgradeFurnace, Furnace upgrade
solarfluxreborn:upgradeBlank, Blank upgrade
storagedrawers:basicDrawers:0, Basic Drawer
storagedrawers:basicDrawers:0, Basic Drawer
storagedrawers:basicDrawers:0, Basic Drawer
storagedrawers:basicDrawers:0, Basic Drawer
storagedrawers:basicDrawers:0, Basic Drawer
storagedrawers:basicDrawers:0, Basic Drawer
storagedrawers:basicDrawers:1, Basic Drawers 1x2
storagedrawers:basicDrawers:1, Basic Drawers 1x2
storagedrawers:basicDrawers:1, Basic Drawers 1x2
storagedrawers:basicDrawers:1, Basic Drawers 1x2
storagedrawers:basicDrawers:1, Basic Drawers 1x2
storagedrawers:basicDrawers:1, Basic Drawers 1x2
storagedrawers:basicDrawers:2, Basic Drawers 2x2
storagedrawers:basicDrawers:2, Basic Drawers 2x2
storagedrawers:basicDrawers:2, Basic Drawers 2x2
storagedrawers:basicDrawers:2, Basic Drawers 2x2
storagedrawers:basicDrawers:2, Basic Drawers 2x2
storagedrawers:basicDrawers:2, Basic Drawers 2x2
storagedrawers:basicDrawers:3, Half Drawers 1x2
storagedrawers:basicDrawers:3, Half Drawers 1x2
storagedrawers:basicDrawers:3, Half Drawers 1x2
storagedrawers:basicDrawers:3, Half Drawers 1x2
storagedrawers:basicDrawers:3, Half Drawers 1x2
storagedrawers:basicDrawers:3, Half Drawers 1x2
storagedrawers:basicDrawers:4, Half Drawers 2x2
storagedrawers:basicDrawers:4, Half Drawers 2x2
storagedrawers:basicDrawers:4, Half Drawers 2x2
storagedrawers:basicDrawers:4, Half Drawers 2x2
storagedrawers:basicDrawers:4, Half Drawers 2x2
storagedrawers:basicDrawers:4, Half Drawers 2x2
storagedrawers:compDrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerSlave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingTable, Framing Table
storagedrawers:customDrawers:0, Framed Drawer
storagedrawers:customDrawers:1, Framed Drawers 1x2
storagedrawers:customDrawers:2, Framed Drawers 2x2
storagedrawers:customDrawers:3, Framed Half Drawers 1x2
storagedrawers:customDrawers:4, Framed Half Drawers 2x2
storagedrawers:customTrim, Framed Trim
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:upgradeTemplate, Upgrade Template
storagedrawers:upgradeStorage:0, Storage Upgrade (I)
storagedrawers:upgradeStorage:1, Storage Upgrade (II)
storagedrawers:upgradeStorage:2, Storage Upgrade (III)
storagedrawers:upgradeStorage:3, Storage Upgrade (IV)
storagedrawers:upgradeStorage:4, Storage Upgrade (V)
storagedrawers:upgradeOneStack, Storage Downgrade
storagedrawers:upgradeStatus:0, Status Upgrade (I)
storagedrawers:upgradeStatus:1, Status Upgrade (II)
storagedrawers:upgradeVoid, Void Upgrade
storagedrawers:upgradeCreative:0, Creative Storage Upgrade
storagedrawers:upgradeCreative:1, Creative Vending Upgrade
storagedrawers:upgradeRedstone:0, Redstone Upgrade
storagedrawers:upgradeRedstone:1, Redstone Max Upgrade
storagedrawers:upgradeRedstone:2, Redstone Min Upgrade
storagedrawers:drawerKey, Drawer Key
storagedrawers:shroudKey, Concealment Key
storagedrawers:personalKey, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
thermaldynamics:ThermalDynamics_0:0, Leadstone Fluxduct
thermaldynamics:ThermalDynamics_0:1, Hardened Fluxduct
thermaldynamics:ThermalDynamics_0:2, Redstone Energy Fluxduct
thermaldynamics:ThermalDynamics_0:3, Signalum Fluxduct
thermaldynamics:ThermalDynamics_0:4, Resonant Fluxduct
thermaldynamics:ThermalDynamics_0:5, Cryo-Stabilized Fluxduct
thermaldynamics:ThermalDynamics_0:6, Redstone Energy Fluxduct (Empty)
thermaldynamics:ThermalDynamics_0:7, Signalum Fluxduct (Empty)
thermaldynamics:ThermalDynamics_0:8, Resonant Fluxduct (Empty)
thermaldynamics:ThermalDynamics_0:9, Cryo-Stabilized Fluxduct (Empty)
thermaldynamics:ThermalDynamics_16:0, Fluiduct
thermaldynamics:ThermalDynamics_16:1, Fluiduct (Opaque)
thermaldynamics:ThermalDynamics_16:2, Hardened Fluiduct
thermaldynamics:ThermalDynamics_16:3, Hardened Fluiduct (Opaque)
thermaldynamics:ThermalDynamics_16:4, Signalum-Plated Fluiduct
thermaldynamics:ThermalDynamics_16:5, Signalum-Plated Fluiduct (Opaque)
thermaldynamics:ThermalDynamics_16:6, Super-Laminar Fluiduct
thermaldynamics:ThermalDynamics_16:7, Super-Laminar Fluiduct (Opaque)
thermaldynamics:ThermalDynamics_32:0, Itemduct
thermaldynamics:ThermalDynamics_32:1, Itemduct (Opaque)
thermaldynamics:ThermalDynamics_32:2, Impulse Itemduct
thermaldynamics:ThermalDynamics_32:3, Impulse Itemduct (Opaque)
thermaldynamics:ThermalDynamics_32:4, Signalum-Plated Itemduct
thermaldynamics:ThermalDynamics_32:5, Signalum-Plated Itemduct (Opaque)
thermaldynamics:ThermalDynamics_32:6, Signalum-Plated Impulse Itemduct
thermaldynamics:ThermalDynamics_32:7, Signalum-Plated Impulse Itemduct (Opaque)
thermaldynamics:ThermalDynamics_48:0, Structuralduct
thermaldynamics:ThermalDynamics_64:0, Viaduct
thermaldynamics:ThermalDynamics_64:1, Long Range Viaduct
thermaldynamics:ThermalDynamics_64:2, Long Range Linking Viaduct
thermaldynamics:ThermalDynamics_64:3, Viaduct (Untreated)
thermaldynamics:servo:0, Servo
thermaldynamics:servo:1, Hardened Servo
thermaldynamics:servo:2, Reinforced Servo
thermaldynamics:servo:3, Signalum Servo
thermaldynamics:servo:4, Resonant Servo
thermaldynamics:filter:0, Filter
thermaldynamics:filter:1, Hardened Filter
thermaldynamics:filter:2, Reinforced Filter
thermaldynamics:filter:3, Signalum Filter
thermaldynamics:filter:4, Resonant Filter
thermaldynamics:retriever:0, Retriever
thermaldynamics:retriever:1, Hardened Retriever
thermaldynamics:retriever:2, Reinforced Retriever
thermaldynamics:retriever:3, Signalum Retriever
thermaldynamics:retriever:4, Resonant Retriever
thermaldynamics:cover:0, Stone Cover
thermaldynamics:cover:0, Granite Cover
thermaldynamics:cover:0, Polished Granite Cover
thermaldynamics:cover:0, Diorite Cover
thermaldynamics:cover:0, Polished Diorite Cover
thermaldynamics:cover:0, Andesite Cover
thermaldynamics:cover:0, Polished Andesite Cover
thermaldynamics:cover:0, Grass Block Cover
thermaldynamics:cover:0, Dirt Cover
thermaldynamics:cover:0, Coarse Dirt Cover
thermaldynamics:cover:0, Podzol Cover
thermaldynamics:cover:0, Cobblestone Cover
thermaldynamics:cover:0, Oak Wood Planks Cover
thermaldynamics:cover:0, Spruce Wood Planks Cover
thermaldynamics:cover:0, Birch Wood Planks Cover
thermaldynamics:cover:0, Jungle Wood Planks Cover
thermaldynamics:cover:0, Acacia Wood Planks Cover
thermaldynamics:cover:0, Dark Oak Wood Planks Cover
thermaldynamics:cover:0, Bedrock Cover
thermaldynamics:cover:0, Sand Cover
thermaldynamics:cover:0, Red Sand Cover
thermaldynamics:cover:0, Gravel Cover
thermaldynamics:cover:0, Gold Ore Cover
thermaldynamics:cover:0, Iron Ore Cover
thermaldynamics:cover:0, Coal Ore Cover
thermaldynamics:cover:0, Oak Wood Cover
thermaldynamics:cover:0, Spruce Wood Cover
thermaldynamics:cover:0, Birch Wood Cover
thermaldynamics:cover:0, Jungle Wood Cover
thermaldynamics:cover:0, Sponge Cover
thermaldynamics:cover:0, Wet Sponge Cover
thermaldynamics:cover:0, Lapis Lazuli Ore Cover
thermaldynamics:cover:0, Lapis Lazuli Block Cover
thermaldynamics:cover:0, Sandstone Cover
thermaldynamics:cover:0, Chiseled Sandstone Cover
thermaldynamics:cover:0, Smooth Sandstone Cover
thermaldynamics:cover:0, Wool Cover
thermaldynamics:cover:0, Orange Wool Cover
thermaldynamics:cover:0, Magenta Wool Cover
thermaldynamics:cover:0, Light Blue Wool Cover
thermaldynamics:cover:0, Yellow Wool Cover
thermaldynamics:cover:0, Lime Wool Cover
thermaldynamics:cover:0, Pink Wool Cover
thermaldynamics:cover:0, Gray Wool Cover
thermaldynamics:cover:0, Light Gray Wool Cover
thermaldynamics:cover:0, Cyan Wool Cover
thermaldynamics:cover:0, Purple Wool Cover
thermaldynamics:cover:0, Blue Wool Cover
thermaldynamics:cover:0, Brown Wool Cover
thermaldynamics:cover:0, Green Wool Cover
thermaldynamics:cover:0, Red Wool Cover
thermaldynamics:cover:0, Black Wool Cover
thermaldynamics:cover:0, Block of Gold Cover
thermaldynamics:cover:0, Block of Iron Cover
thermaldynamics:cover:0, Bricks Cover
thermaldynamics:cover:0, TNT Cover
thermaldynamics:cover:0, Bookshelf Cover
thermaldynamics:cover:0, Moss Stone Cover
thermaldynamics:cover:0, Obsidian Cover
thermaldynamics:cover:0, Diamond Ore Cover
thermaldynamics:cover:0, Block of Diamond Cover
thermaldynamics:cover:0, Crafting Table Cover
thermaldynamics:cover:0, Redstone Ore Cover
thermaldynamics:cover:0, Ice Cover
thermaldynamics:cover:0, Snow Cover
thermaldynamics:cover:0, Clay Cover
thermaldynamics:cover:0, Pumpkin Cover
thermaldynamics:cover:0, Netherrack Cover
thermaldynamics:cover:0, Soul Sand Cover
thermaldynamics:cover:0, Glowstone Cover
thermaldynamics:cover:0, Jack o'Lantern Cover
thermaldynamics:cover:0, Stone Monster Egg Cover
thermaldynamics:cover:0, Cobblestone Monster Egg Cover
thermaldynamics:cover:0, Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Mossy Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Cracked Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Chiseled Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Stone Bricks Cover
thermaldynamics:cover:0, Mossy Stone Bricks Cover
thermaldynamics:cover:0, Cracked Stone Bricks Cover
thermaldynamics:cover:0, Chiseled Stone Bricks Cover
thermaldynamics:cover:0, Mushroom Cover
thermaldynamics:cover:0, Mushroom Cover
thermaldynamics:cover:0, Melon Cover
thermaldynamics:cover:0, Mycelium Cover
thermaldynamics:cover:0, Nether Brick Cover
thermaldynamics:cover:0, End Stone Cover
thermaldynamics:cover:0, Redstone Lamp Cover
